Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1789700048,1,,Aggregated,0.500000,0.000000,140,2900,3300,3400,3400,8300,8300,8300,8300,8300,8300,13,0,140,1729.5384615384614,0,8268,165191055.69230768
1789700049,1,,Aggregated,0.500000,0.000000,140,2900,3300,3400,3400,8300,8300,8300,8300,8300,8300,13,0,140,1729.5384615384614,0,8268,165191055.69230768
1789700050,1,,Aggregated,0.500000,0.000000,140,2900,3300,3400,3400,8300,8300,8300,8300,8300,8300,13,0,140,1729.5384615384614,0,8268,165191055.69230768
1789700051,1,,Aggregated,0.500000,0.000000,140,2900,3300,3400,3400,8300,8300,8300,8300,8300,8300,13,0,140,1729.5384615384614,0,8268,165191055.69230768
1789700052,1,,Aggregated,0.500000,0.000000,1000,3200,3300,3400,3400,8300,8300,8300,8300,8300,8300,14,0,140,1831.0714285714287,0,8268,153391694.57142857
1789700053,1,,Aggregated,0.500000,0.000000,1000,3200,3300,3400,3400,8300,8300,8300,8300,8300,8300,14,0,140,1831.0714285714287,0,8268,153391694.57142857
1789700054,1,,Aggregated,0.500000,0.000000,1000,3200,3300,3400,3400,8300,8300,8300,8300,8300,8300,14,0,140,1831.0714285714287,0,8268,153391694.57142857
1789700055,1,,Aggregated,0.500000,0.000000,140,3200,3300,3400,3400,8300,8300,8300,8300,8300,8300,17,0,140,1714.8235294117646,0,8268,189483858.0
1789700056,1,,Aggregated,0.500000,0.000000,140,3200,3300,3400,3400,8300,8300,8300,8300,8300,8300,17,0,140,1714.8235294117646,0,8268,189483858.0
1789700057,1,,Aggregated,0.500000,0.000000,140,3200,3300,3400,3400,8300,8300,8300,8300,8300,8300,17,0,140,1714.8235294117646,0,8268,189483858.0
1789700058,1,,Aggregated,0.500000,0.000000,1000,3200,3300,3400,3400,8300,8300,8300,8300,8300,8300,18,0,140,1803.3333333333333,0,8268,178956977.0
1789700059,1,,Aggregated,0.500000,0.000000,1000,3200,3300,3400,3400,8300,8300,8300,8300,8300,8300,18,0,140,1803.3333333333333,0,8268,178956977.0
1789700060,1,,Aggregated,0.500000,0.000000,1000,3200,3300,3400,3400,8300,8300,8300,8300,8300,8300,18,0,140,1803.3333333333333,0,8268,178956977.0
1789700061,1,,Aggregated,0.500000,0.000000,1000,3200,3300,3400,3400,8300,8300,8300,8300,8300,8300,19,0,1000,1876.4736842105262,0,8268,169538188.7368421
1789700062,1,,Aggregated,0.500000,0.000000,1000,3200,3300,3400,3400,8300,8300,8300,8300,8300,8300,19,0,1000,1876.4736842105262,0,8268,169538188.7368421
1789700063,1,,Aggregated,0.500000,0.000000,1000,3200,3300,3400,3400,8300,8300,8300,8300,8300,8300,19,0,1000,1876.4736842105262,0,8268,169538188.7368421
1789700064,1,,Aggregated,0.500000,0.000000,1000,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,22,0,140,1780.5,0,8268,195225793.0909091
1789700065,1,,Aggregated,0.500000,0.000000,1000,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,22,0,140,1780.5,0,8268,195225793.0909091
1789700066,1,,Aggregated,0.500000,0.000000,1000,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,22,0,140,1780.5,0,8268,195225793.0909091
1789700067,1,,Aggregated,0.500000,0.000000,1000,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,23,0,1000,1839.695652173913,0,8268,186737715.13043478
1789700068,1,,Aggregated,0.500000,0.000000,1000,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,23,0,1000,1839.695652173913,0,8268,186737715.13043478
1789700069,1,,Aggregated,0.500000,0.000000,1000,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,23,0,1000,1839.695652173913,0,8268,186737715.13043478
1789700070,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,24,0,1000,1883.875,0,8268,178956977.0
1789700071,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,24,0,1000,1883.875,0,8268,178956977.0
1789700072,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,24,0,1000,1883.875,0,8268,178956977.0
1789700073,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,25,0,2900,1943.8,0,8268,214748370.88
1789700074,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,25,0,2900,1943.8,0,8268,214748370.88
1789700075,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,25,0,2900,1943.8,0,8268,214748370.88
1789700076,1,,Aggregated,0.500000,0.000000,1000,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,27,0,1000,1804.888888888889,0,8268,198841085.55555555
1789700077,1,,Aggregated,0.500000,0.000000,1000,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,27,0,1000,1804.888888888889,0,8268,198841085.55555555
1789700078,1,,Aggregated,0.500000,0.000000,1000,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,27,0,1000,1804.888888888889,0,8268,198841085.55555555
1789700079,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,28,0,1000,1856.7142857142858,0,8268,191739618.2142857
1789700080,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,28,0,1000,1856.7142857142858,0,8268,191739618.2142857
1789700081,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,28,0,1000,1856.7142857142858,0,8268,191739618.2142857
1789700082,1,,Aggregated,0.500000,0.000000,2700,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,29,0,2700,1886.6206896551723,0,8268,185127907.24137932
1789700083,1,,Aggregated,0.500000,0.000000,2700,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,29,0,2700,1886.6206896551723,0,8268,185127907.24137932
1789700084,1,,Aggregated,0.500000,0.000000,2700,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,29,0,2700,1886.6206896551723,0,8268,185127907.24137932
1789700085,1,,Aggregated,0.500000,0.000000,2700,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,32,0,1000,1820.25,0,8268,201326599.125
1789700086,1,,Aggregated,0.500000,0.000000,2700,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,32,0,1000,1820.25,0,8268,201326599.125
1789700087,1,,Aggregated,0.500000,0.000000,2700,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,32,0,1000,1820.25,0,8268,201326599.125
1789700088,1,,Aggregated,0.500000,0.000000,2700,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,33,0,2700,1864.1818181818182,0,8268,195225793.0909091
1789700089,1,,Aggregated,0.500000,0.000000,2700,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,33,0,2700,1864.1818181818182,0,8268,195225793.0909091
1789700090,1,,Aggregated,0.500000,0.000000,2700,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,33,0,2700,1864.1818181818182,0,8268,195225793.0909091
1789700091,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,34,0,2700,1897.9411764705883,0,8268,189483858.0
1789700092,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,34,0,2700,1897.9411764705883,0,8268,189483858.0
1789700093,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,34,0,2700,1897.9411764705883,0,8268,189483858.0
1789700094,1,,Aggregated,0.500000,0.000000,2700,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,37,0,2700,1839.3513513513512,0,8268,203140352.27027026
1789700095,1,,Aggregated,0.500000,0.000000,2700,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,37,0,2700,1839.3513513513512,0,8268,203140352.27027026
1789700096,1,,Aggregated,0.500000,0.000000,2700,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,37,0,2700,1839.3513513513512,0,8268,203140352.27027026
1789700097,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,38,0,2700,1872.2631578947369,0,8268,197794553.52631578
1789700098,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,38,0,2700,1872.2631578947369,0,8268,197794553.52631578
1789700099,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,38,0,2700,1872.2631578947369,0,8268,197794553.52631578
1789700100,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,39,0,2900,1903.7435897435898,0,8268,192722898.30769232
1789700101,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,39,0,2900,1903.7435897435898,0,8268,192722898.30769232
1789700102,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,39,0,2900,1903.7435897435898,0,8268,192722898.30769232
1789700103,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,42,0,2700,1851.3809523809523,0,8268,204522259.42857143
1789700104,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,42,0,2700,1851.3809523809523,0,8268,204522259.42857143
1789700105,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,42,0,2700,1851.3809523809523,0,8268,204522259.42857143
1789700106,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,43,0,2900,1884.3255813953488,0,8268,199765927.8139535
1789700107,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,43,0,2900,1884.3255813953488,0,8268,199765927.8139535
1789700108,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,43,0,2900,1884.3255813953488,0,8268,199765927.8139535
1789700109,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,43,0,2900,1884.3255813953488,0,8268,199765927.8139535
1789700110,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,43,0,2900,1884.3255813953488,0,8268,199765927.8139535
1789700111,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,43,0,2900,1884.3255813953488,0,8268,199765927.8139535
1789700112,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,44,0,2900,1907.4545454545455,0,8268,195225793.0909091
1789700113,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,44,0,2900,1907.4545454545455,0,8268,195225793.0909091
1789700114,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,44,0,2900,1907.4545454545455,0,8268,195225793.0909091
1789700115,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,47,0,2900,1860.468085106383,0,8268,205610143.78723404
1789700116,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,47,0,2900,1860.468085106383,0,8268,205610143.78723404
1789700117,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,47,0,2900,1860.468085106383,0,8268,205610143.78723404
1789700118,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,48,0,2900,1889.5416666666667,0,8268,201326599.125
1789700119,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,48,0,2900,1889.5416666666667,0,8268,201326599.125
1789700120,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,48,0,2900,1889.5416666666667,0,8268,201326599.125
1789700121,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,49,0,2900,1908.5102040816328,0,8268,197217893.02040815
1789700122,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,49,0,2900,1908.5102040816328,0,8268,197217893.02040815
1789700123,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,8300,8300,8300,8300,8300,49,0,2900,1908.5102040816328,0,8268,197217893.02040815
1789700124,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,3400,8300,8300,8300,8300,52,0,2800,1865.9038461538462,0,8268,206488819.6153846
1789700125,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,3400,8300,8300,8300,8300,52,0,2800,1865.9038461538462,0,8268,206488819.6153846
1789700126,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,3400,8300,8300,8300,8300,52,0,2800,1865.9038461538462,0,8268,206488819.6153846
1789700127,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,3400,8300,8300,8300,8300,53,0,2900,1889.7358490566037,0,8268,202592804.1509434
1789700128,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,3400,8300,8300,8300,8300,53,0,2900,1889.7358490566037,0,8268,202592804.1509434
1789700129,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,3400,8300,8300,8300,8300,53,0,2900,1889.7358490566037,0,8268,202592804.1509434
1789700130,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,3400,8300,8300,8300,8300,54,0,2900,1907.7592592592594,0,8268,198841085.55555555
1789700131,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,3400,8300,8300,8300,8300,54,0,2900,1907.7592592592594,0,8268,198841085.55555555
1789700132,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,3400,8300,8300,8300,8300,54,0,2900,1907.7592592592594,0,8268,198841085.55555555
1789700133,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,3400,8300,8300,8300,8300,57,0,2900,1869.2105263157894,0,8268,207213341.78947368
1789700134,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,3400,8300,8300,8300,8300,57,0,2900,1869.2105263157894,0,8268,207213341.78947368
1789700135,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,3400,8300,8300,8300,8300,57,0,2900,1869.2105263157894,0,8268,207213341.78947368
1789700136,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,3400,8300,8300,8300,8300,58,0,2900,1892.1379310344828,0,8268,203640697.96551725
1789700137,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,3400,8300,8300,8300,8300,58,0,2900,1892.1379310344828,0,8268,203640697.96551725
1789700138,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,3400,8300,8300,8300,8300,58,0,2900,1892.1379310344828,0,8268,203640697.96551725
1789700139,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,3400,8300,8300,8300,8300,59,0,2900,1907.3898305084747,0,8268,200189160.7118644
1789700140,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,3400,8300,8300,8300,8300,59,0,2900,1907.3898305084747,0,8268,200189160.7118644
1789700141,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,3400,8300,8300,8300,8300,59,0,2900,1907.3898305084747,0,8268,200189160.7118644
1789700142,1,,Aggregated,0.500000,0.000000,2900,3200,3300,3400,3400,3400,3400,8300,8300,8300,8300,62,0,2800,1872.0645161290322,0,8268,207821005.5483871
